C2,F3
C2,F1
C2,Fz
C2,T9
C2,P1
C2,Pz
C2,P4
C2,Po3
C2,Po4
C4,Fc2
C4,Cp3
C4,Cp1
C4,Cpz
C4,Cp4
C4,F5
C4,F3
C4,F1
C4,Fz
C4,F2
C4,T9
C4,Pz
C4,P4
C4,Po3
C4,Po4
C6,Fc2
C6,Cp3
C6,Cp4
C6,F5
C6,F3
C6,F1
C6,Fz
C6,F2
C6,T9
C6,Pz
C6,P4
C6,P6
C6,Po3
C6,Po4
C6,Po8
Cp5,Cp3
Cp5,Cp1
Cp5,Cpz
Cp5,Cp4
Cp5,F5
Cp5,F3
Cp5,F1
Cp5,Fz
Cp5,P3
Cp5,P1
Cp5,Po3
Cp5,Po4
Cp3,Cp1
Cp3,Cpz
Cp3,Cp4
Cp3,F5
Cp3,F3
Cp3,F1
Cp3,Fz
Cp3,P3
Cp3,P1
Cp3,Pz
Cp3,Po3
Cp3,Po4
Cp1,Cp3
Cp1,Cpz
Cp1,Cp4
Cp1,F5
Cp1,F3
Cp1,F1
Cp1,Fz
Cp1,P1
Cp1,Pz
Cp1,P6
Cp1,Po7
Cp1,Po3
Cp1,Poz
Cp1,Po4
Cpz,Cp3
Cpz,Cp1
Cpz,Cp4
Cpz,F5
Cpz,F3
Cpz,F1
Cpz,Fz
Cpz,P1
Cpz,Pz
Cpz,Po3
Cpz,Poz
Cpz,Po4
Cp2,Cp3
Cp2,Cp1
Cp2,Cpz
Cp2,Cp4
Cp2,F5
Cp2,F3
Cp2,F1
Cp2,Fz
Cp2,P1
Cp2,Pz
Cp2,P4
Cp2,Po3
Cp2,Poz
Cp2,Po4
Cp2,Oz
Cp4,Cp3
Cp4,Cp1
Cp4,Cpz
Cp4,F5
Cp4,F3
Cp4,F1
Cp4,Fz
Cp4,F2
Cp4,T9
Cp4,Pz
Cp4,P4
Cp4,Po3
Cp4,Po4
Cp6,Cp3
Cp6,Cpz
Cp6,Cp4
Cp6,F5
Cp6,F3
Cp6,F1
Cp6,Fz
Cp6,T9
Cp6,P4
Cp6,P6
Cp6,Po3
Cp6,Po4
Fp1,Fc1
Fp1,Fc2
Fp1,Cz
Fp1,Cp3
Fp1,Cpz
Fp1,Cp4
Fp1,Fp2
Fp1,Af3
Fp1,F5
Fp1,F3
Fp1,F1
Fp1,Fz
Fp1,T9
Fp1,Iz
Fpz,Fc1
Fpz,Fc2
Fpz,Cz
Fpz,Cp3
Fpz,Cpz
Fpz,Cp4
Fpz,Fp1
Fpz,Af3
Fpz,F5
Fpz,F3
Fpz,F1
Fpz,Fz
Fpz,T9
Fpz,Iz
Fp2,Fc1
Fp2,Fc2
Fp2,Cz
Fp2,Cp3
Fp2,Cpz
Fp2,Cp4
Fp2,Fp1
Fp2,Fpz
Fp2,Af3
Fp2,F5
Fp2,F3
Fp2,F1
Fp2,Fz
Fp2,T9
Fp2,O1
Fp2,O2
Fp2,Iz
Af7,Fc1
Af7,Fc2
Af7,Cz
Af7,Cp3
Af7,Cpz
Af7,Cp4
Af7,Fp1
Af7,Fpz
Af7,Af3
Af7,F5
Af7,F3
Af7,F1
Af7,Fz
Af7,T9
Af7,Pz
Af7,Iz
Af3,Fc1
Af3,Fc2
Af3,Cz
Af3,Cp3
Af3,Cpz
Af3,Cp4
Af3,F5
Af3,F3
Af3,F1
Af3,Fz
Af3,T9
Afz,Fc1
Afz,Fc2
Afz,Cp3
Afz,Cpz
Afz,Cp4
Afz,F5
Afz,F3
Afz,F1
Afz,Fz
Afz,F2
Afz,T9
Afz,Pz
Af4,Fc1
Af4,Fc2
Af4,Cz
Af4,Cp3
Af4,Cpz
Af4,Cp4
Af4,Fp2
Af4,F5
Af4,F3
Af4,F1
Af4,Fz
Af4,F2
Af4,T9
Af4,Po3
Af4,O1
Af4,Iz
Af8,Fc1
Af8,Fcz
Af8,Fc2
Af8,Cz
Af8,Cp3
Af8,Cpz
Af8,Cp4
Af8,Fp1
Af8,Fpz
Af8,Af3
Af8,F3
Af8,F1
Af8,Fz
Af8,F2
Af8,T9
Af8,Po3
Af8,O1
F7,Fc1
F7,Fc2
F7,Cz
F7,Cp3
F7,Cpz
F7,Cp4
F7,Fp1
F7,Af3
F7,F5
F7,F3
F7,F1
F7,T9
F7,Po3
F5,Fc1
F5,Fc2
F5,Cz
F5,Cp3
F5,Cp1
F5,Cpz
F5,Cp4
F5,F3
F5,F1
F5,Fz
F5,F2
F5,T9
F3,Fc1
F3,Fc2
F3,Cz
F3,Cp3
F3,Cpz
F3,Cp4
F3,F5
F3,F1
F3,Fz
F3,F2
F3,T9
F1,Fc1
F1,Fc2
F1,Cz
F1,Cp3
F1,Cpz
F1,Cp4
F1,F5
F1,F3
F1,Fz
F1,F2
F1,T9
F1,Pz
Fz,Fc1
Fz,Fc2
Fz,Cz
Fz,Cp3
Fz,Cpz
Fz,Cp4
Fz,F5
Fz,F3
Fz,F1
Fz,F2
Fz,T9
Fz,Pz
F2,Fc1
F2,Fc2
F2,Cz
F2,Cp3
F2,Cpz
F2,Cp4
F2,F5
F2,F3
F2,F1
F2,Fz
F2,T9
F2,Pz
F4,Fc1
F4,Fc2
F4,Cz
F4,Cp3
F4,Cp1
F4,Cpz
F4,Cp4
F4,F5
F4,F3
F4,F1
F4,Fz
F4,F2
F4,T9
F4,Pz
F4,Po4
F6,Fc1
F6,Fc2
F6,Cz
F6,Cp1
F6,Cpz
F6,Cp4
F6,Fpz
F6,F5
F6,F3
F6,F1
F6,Fz
F6,F2
F6,T9
F6,Po3
F6,O2
F8,Fc3
F8,Fc1
F8,Fc2
F8,Cz
F8,C4
F8,Cp1
F8,Cpz
F8,Cp4
F8,Fp1
F8,Fpz
F8,F5
F8,F3
F8,F2
F8,T9
F8,Po3
F8,O1
F8,O2
F8,Iz
Ft7,Fc1
Ft7,Fc2
Ft7,C3
Ft7,Cp3
Ft7,Cpz
Ft7,Cp4
Ft7,F5
Ft7,F3
Ft7,F1
Ft7,T9
Ft8,Fc1
Ft8,Fc2
Ft8,Cz
Ft8,Cp3
Ft8,Cp1
Ft8,Cpz
Ft8,Cp4
Ft8,F5
Ft8,F3
Ft8,Fz
Ft8,F2
Ft8,T9
Ft8,P6
Ft8,O2
T7,Fc1
T7,C3
T7,Cz
T7,Cp3
T7,Cp1
T7,Cpz
T7,Cp4
T7,F5
T7,F3
T7,F1
T7,T9
T7,Po3
T7,Po4
T8,Fc1
T8,Fc2
T8,Cz
T8,Cp3
T8,Cp1
T8,Cpz
T8,Cp4
T8,F5
T8,F3
T8,F1
T8,T9
T8,P4
T8,P6
T8,Po3
T8,Po4
T9,Fc1
T9,Cp3
T9,Cp1
T9,Cp4
T9,F5
T9,F3
T9,P6
T9,Po3
T10,Fc2
T10,Cp4
T10,F5
T10,F3
T10,P6
Tp7,Cp3
Tp7,Cp1
Tp7,Cpz
Tp7,Cp4
Tp7,F5
Tp7,F3
Tp7,F1
Tp7,Fz
Tp7,T9
Tp7,P6
Tp7,Po3
Tp7,O1
Tp8,Fc2
Tp8,C3
Tp8,Cz
Tp8,Cp3
Tp8,Cpz
Tp8,Cp4
Tp8,F5
Tp8,F3
Tp8,F1
Tp8,Fz
Tp8,T9
Tp8,P4
Tp8,P6
Tp8,Po3
Tp8,Po4
Tp8,Oz
Tp8,O2
P7,Cp3
P7,Cp1
P7,Cp4
P7,F5
P7,F3
P7,F1
P7,Fz
P7,P3
P7,Po3
P7,Po4
P7,O1
P5,Cp3
P5,Cp1
P5,Cpz
P5,Cp4
P5,F5
P5,F3
P5,F1
P5,Fz
P5,P1
P5,Po3
P5,Po4
P5,O1
P3,Cp3
P3,Cp1
P3,Cpz
P3,F5
P3,F3
P3,F1
P3,Fz
P3,P1
P3,Po3
P3,Poz
P3,Po4
P1,Cp3
P1,Cp1
P1,Cpz
P1,Cp4
P1,F5
P1,F3
P1,F1
P1,Fz
P1,Pz
P1,Po7
P1,Po3
P1,Poz
P1,Po4
Pz,Cp3
Pz,Cp1
Pz,Cpz
Pz,Cp4
Pz,F5
Pz,F3
Pz,F1
Pz,Fz
Pz,P1
Pz,Po7
Pz,Po3
Pz,Poz
Pz,Po4
P2,Fc2
P2,Cp1
P2,Cpz
P2,Cp4
P2,F5
P2,F3
P2,F1
P2,Fz
P2,P1
P2,Po7
P2,Po3
P2,Poz
P2,Po4
P2,O2
P2,Iz
P4,Fc2
P4,Cz
P4,Cpz
P4,Cp4
P4,F5
P4,F3
P4,F1
P4,Fz
P4,Po3
P4,Po4
P4,O2
P4,Iz
P6,Fc2
P6,Cz
P6,Cpz
P6,Cp4
P6,F5
P6,F3
P6,F1
P6,Fz
P6,P4
P6,Po3
P6,Po4
P6,O2
P8,Fc2
P8,Cpz
P8,Cp4
P8,F5
P8,F3
P8,F1
P8,Fz
P8,F2
P8,Pz
P8,P4
P8,Po3
P8,Po4
P8,O2
Po7,Cp3
Po7,F5
Po7,F3
Po7,Fz
Po7,P1
Po7,Po3
Po7,O1
Po7,O2
Po3,Cp3
Po3,Cpz
Po3,F5
Po3,F3
Po3,F1
Po3,Fz
Po3,P1
Po3,Po4
Po3,O1
Po3,O2
Poz,Fc2
Poz,Cpz
Poz,Cp4
Poz,F5
Poz,F3
Poz,F1
Poz,Fz
Poz,P1
Poz,Po7
Poz,Po3
Poz,Po4
Poz,O2
Poz,Iz
Po4,Fc2
Po4,Cpz
Po4,Cp4
Po4,F5
Po4,F3
Po4,F1
Po4,Fz
Po4,Po3
Po4,O2
Po4,Iz
Po8,Fc1
Po8,Fc2
Po8,Cpz
Po8,Cp4
Po8,F5
Po8,F3
Po8,F1
Po8,Fz
Po8,Po3
Po8,Po4
Po8,O2
Po8,Iz
O1,F5
O1,F3
O1,Fz
O1,P1
O1,Po3
O1,Po4
O1,O2
Oz,Fc1
Oz,F5
Oz,F3
Oz,F1
Oz,Fz
Oz,Po3
Oz,Po4
Oz,O1
Oz,O2
Oz,Iz
O2,Fc2
O2,F5
O2,F3
O2,Fz
O2,Po4
O2,Iz
Iz,Fc1
Iz,F5
Iz,F3
Iz,Fz
Iz,P4
Iz,Po3
Iz,O1
Iz,Oz
Iz,O2
